3.06	0.00
2.40	-0.05
2.20	-0.08
2.00	-0.11
1.80	-0.16
1.60	-0.24
1.40	-0.46
1.20	-0.98
1.00	-1.94
0.80	-3.52
0.60	-5.90
3.06	-0.03
2.60	-0.05
2.40	-0.06
2.20	-0.07
1.80	-0.08
1.50	-0.09
1.20	-0.10
0.80	-0.12
0.60	-0.14
0.40	-0.38
0.30	-0.88
0.25	-1.25
0.20	-1.77
